vintage,comment,state_s,state_l,county_s,county_l,year_s,year_l,month_s,month_l,day_s,day_l,weekday_s,weekday_l,manner_s,manner_l
2003,,21,2,23,3,102,4,65,2,,,85,1,107,1
1997,"new layout, new county definition",,,,,,,,,,,,,,
1999,new pdf file name,,,,,,,,,,,,,,
